p,offset,b,c
3191161,32239,25,161170
3191281,26819,30,536350
3192289,36695,22,403623
3192961,103007,8,102999
3193129,67939,12,9783204
3194041,81899,10,1637970
3195649,58103,14,2847033
3198409,103175,8,1650792
3199249,47751,17,811750
3201361,19171,42,690114
3201409,58211,14,232830
3202201,68135,12,272528
3202249,82111,10,410545
3203929,74511,11,819610
3204961,82179,10,1643570
3207121,82239,10,164468
3207961,74615,11,74604
3208489,82271,10,411345
3208969,68279,12,273104
3209329,103535,8,103527
3209641,82299,10,1645970
3210001,54407,15,4080510
3214369,68391,12,4924140
3215809,68423,12,547372
3218161,82519,10,412585
3218209,54551,15,163638
3218569,58523,14,234078
3219889,58547,14,234174
3220561,82579,10,1651570
3220681,103895,8,415572
3221761,48087,17,817462
3223201,68591,12,68579
3226441,104087,8,104079
3227281,82751,10,4137540
3232321,17663,46,18687408
3235369,104375,8,104367
3236641,82991,10,4149540
3236689,40991,20,40971
3237889,83023,10,4151140
3241921,41039,20,410370
3244921,104675,8,6699192
3245761,104703,8,837616
3246721,104735,8,418932
3249241,83319,10,166628
3249481,104823,8,838576
3252481,104927,8,104919
3254689,104991,8,839920
3256369,59207,14,2901129
3257521,69311,12,415854
3258649,69335,12,415998
3261241,45935,18,413397
3261889,41291,20,660636
3262081,69407,12,832872
3262681,83659,10,1673170
3262921,55319,15,55304
3264241,83699,10,1673970
3265201,75935,11,9188124
3265441,69479,12,555820
3266041,69491,12,1111844
3267289,20551,40,410980
3269809,41391,20,827800
3270961,105515,8,6752952
3273001,69639,12,1253490
3273169,46103,18,414909
3274009,83951,10,419745
3276961,34495,24,1241796
3277969,105743,8,422964
3280561,84119,10,420585
3281401,84139,10,1682770
3282841,41555,20,16621980
3284521,84219,10,1684370
3287761,46307,18,1667034
3287881,69955,12,10073508
3289969,76511,11,9257820
3290281,70007,12,840072
3290641,70015,12,630123
3292249,27671,30,165996
3292489,84423,10,4221140
3292801,84431,10,4221540
3292969,34663,24,4991448
3295441,84499,10,1689970
3298201,70175,12,1684188
3298849,106415,8,1702632
3300529,84631,10,423145
3300721,106475,8,6814392
3301369,84651,10,1693010
3303889,60071,14,2943465
3304849,70319,12,281264
3306529,84783,10,4239140
3306601,39839,21,1952090
3308209,84831,10,169652
3308449,46607,18,93196
3308881,46607,18,279624
3309961,106775,8,427092
3310609,76991,11,9315900
3311641,84919,10,169828
3316681,56215,15,12648360
3317521,41999,20,167976
3317689,85071,10,425345
3320881,85151,10,4257540
3324721,70751,12,70739
3325249,85263,10,4263140
3326761,107315,8,6868152
3329761,85379,10,1707570
3330289,60551,14,2966985
3336481,85551,10,4277540
3336601,85559,10,171108
3337489,107663,8,430644
3338689,71039,12,284144
3339121,85619,10,1712370
3340969,85671,10,171332
3341881,47087,18,47069
3342529,85711,10,171412
3345169,35215,24,316911
3345409,71179,12,10249764
3345721,107927,8,1726824
3345841,85791,10,4289540
3347689,107991,8,863920
3352969,56831,15,852450
3354121,25607,33,281644
3355081,47255,18,2551752
3356161,47279,18,94540
3356761,86071,10,4303540
3357841,86099,10,1721970
3358441,86119,10,172228
3359281,22247,38,8031129
3364561,86271,10,4313540
3365041,47395,18,15355962
3365569,108575,8,108567
3366409,61211,14,244830
3366841,71635,12,10315428
3368401,78335,11,9478524
3368569,61247,14,3001089
3369529,108695,8,1739112
3370249,38739,22,1704494
3373129,86491,10,1729810
3380449,109055,8,109047
3381361,32855,26,32829
3381841,86719,10,173428
3383209,86751,10,433745
3384049,109163,8,6986424
3384361,109175,8,436692
3384481,72011,12,1152164
3387169,86851,10,1737010
3388849,61619,14,246462
3389401,72115,12,10384548
3389689,78831,11,867130
3389929,47747,18,572946
3392041,40871,21,286076
3393721,109475,8,7006392
3394561,109503,8,876016
3394969,87051,10,1741010
3398761,47879,18,95740
3400609,20363,42,11973402
3400681,87199,10,435985
3401689,87223,10,4361140
3402169,47927,18,95836
3403681,87279,10,174548
3404041,79175,11,79164
3405889,87331,10,1746610
3406489,109895,8,109887
3408241,87391,10,4369540
3409729,87431,10,437145
3410929,110031,8,880240
3413929,110135,8,110127
3414769,72655,12,2615568
3420481,39327,22,78632
3421321,34559,25,4319850
3422521,87759,10,438785
3424801,41263,21,2599548
3428209,87903,10,4395140
3428329,87911,10,175812
3430249,51215,17,51198
3431089,62387,14,249534
3431401,51215,17,14801118
3431521,43439,20,434370
3432361,73031,12,438174
3432529,110735,8,110727
3439801,24055,36,1948419
3439921,58319,15,58304
3440089,48455,18,290712
3442441,111047,8,1776744
3442849,48491,18,5237010
3444289,80111,11,80100
3445201,88339,10,1766770
3448369,58447,15,13150560
3449209,43671,20,87322
3450049,88463,10,4423140
3450841,28999,30,2609880
3451681,39675,22,1745678
3453409,88551,10,442745
3455281,88599,10,442985
3456721,88639,10,177268
3457801,111543,8,892336
3461089,88751,10,177492
3461329,29087,30,4363020
3463609,88811,10,1776210
3463849,73699,12,10612644
3466201,111815,8,447252
3466369,32399,27,291564
3466681,58759,15,528816
3467521,88911,10,4445540
3468481,111887,8,1790184
3468889,88951,10,177892
3469321,88959,10,444785
3470161,88979,10,1779570
3471241,20807,42,41572
3476761,80855,11,9783444
3478561,89199,10,178388
3479569,58991,15,58976
3480409,80951,11,80940
3483481,31383,28,3075506
3483841,112383,8,899056
3486169,89391,10,446945
3486289,112463,8,449844
3486529,74183,12,593452
3488809,74231,12,890760
3489049,112551,8,900400
3489481,89479,10,178948
3493081,74327,12,148642
3496081,44255,20,1106355
3497089,89671,10,448345
3497209,44271,20,354148
3498049,81351,11,894850
3502489,49331,18,5327730
3503161,52287,17,888862
3504769,89871,10,179732
3505321,113075,8,7236792
3505849,63743,14,3123393
3506329,89911,10,179812
3509881,113223,8,905776
3511369,113271,8,906160
3512401,81695,11,81684
3515689,90151,10,180292
3517441,90191,10,4509540
3518209,90211,10,1804210
3519049,63983,14,3135153
3520729,44567,20,1114155
3521281,74927,12,149842
3523969,31751,28,253980
3524161,29615,30,4442220
3524929,90383,10,4519140
3526441,75031,12,2701104
3528001,113807,8,1820904
3530041,90519,10,181028
3530209,75111,12,5407980
3533401,75191,12,75179
3535009,75215,12,451278
3535849,90663,10,4533140
3537769,13055,68,1775412
3541441,42671,21,298676
3542809,82391,11,9969300
3543289,64427,14,257694
3543409,33119,27,298044
3548329,90983,10,4549140
3550009,91031,10,182052
3550201,91031,10,4551540
3551641,75567,12,5440812
3551881,91079,10,182148
3553321,91111,10,4555540
3555169,114683,8,7339704
3557761,114767,8,1836264
3558241,114783,8,918256
3558361,12759,70,178556
3560209,45071,20,180264
3562729,114935,8,114927
3563569,45111,20,360868
3567601,91479,10,457385
3568489,45191,20,45171
3569329,43007,21,301028
3571849,115223,8,460884
3574201,76047,12,5475372
3576721,91711,10,4585540
3577081,41127,22,82232
3577921,76127,12,913512
3578089,91751,10,183492
3579769,91791,10,458945
3585289,115655,8,1850472
3586081,91951,10,4597540
3587641,91991,10,4599540
3587761,91999,10,183988
3587809,9183,98,128464
3592969,65327,14,3201009
3593881,92151,10,4607540
3594649,92171,10,1843410
3595201,76495,12,688443
3597001,92231,10,4611540
3597409,65411,14,261630
3605281,83855,11,83844
3606289,92471,10,462345
3606961,61135,15,13755360
3607489,65591,14,3213945
3607921,92511,10,4625540
3607969,65603,14,262398
3611281,116495,8,465972
3613009,21635,42,4240418
3613201,116555,8,7459512
3614041,116583,8,932656
3614209,38047,24,342399
3615649,92711,10,463545
3618409,116723,8,7470264
3620689,77039,12,308144
3622081,92879,10,185748
3623449,92911,10,464545
3623929,116903,8,467604
3624289,92931,10,1858610
3624601,92939,10,1858770
3626401,84335,11,10204524
3628321,93039,10,186068
3628969,93051,10,1861010
3631321,93111,10,4655540
3631609,45971,20,735516
3632521,25403,36,1219308
3633001,93159,10,186308
3633361,61583,15,1539560
3634009,54239,17,15675054
3639409,77435,12,1238948
3640081,117423,8,939376
3640561,77471,12,77459
3640849,117455,8,117447
3641401,84695,11,84684
3643201,77515,12,11162148
3643369,77519,12,1860444
3643609,93431,10,186852
3643921,93439,10,186868
3645049,93463,10,4673140
3646129,93491,10,1869810
3648241,30659,30,613150
3652609,11975,77,11898
3653161,93671,10,4683540
3653329,32927,28,65826
3654961,117903,8,943216
3655369,54575,17,54558
3657361,93779,10,1875570
3657649,93791,10,187572
3659401,93831,10,4691540
3660721,35543,26,462033
3660889,93871,10,469345
3662521,93911,10,4695540
3664249,77975,12,77963
3665041,42127,22,10194712
3669961,33063,28,3240146
3670969,30851,30,370182
3671089,94131,10,1882610
3671761,51715,18,16755642
3672769,46511,20,46491
3673609,54831,17,932110
3674521,118535,8,474132
3676129,66839,14,3275097
3677041,78235,12,11265828
3681001,118743,8,949936
3681049,94391,10,188772
3681889,66947,14,267774
3685441,94499,10,1889970
3686929,46671,20,933400
3689281,94599,10,472985
3691801,78551,12,471294
3692329,38867,24,2487464
3692929,119135,8,119127
3694609,119183,8,476724
3696001,78639,12,1415490
3697849,78679,12,708099
3698209,94831,10,189652
3700369,119375,8,119367
3704761,94999,10,189988
3705769,119543,8,478164
3706201,119555,8,7651512
3708049,119615,8,1913832
3708961,86255,11,10436844
3709561,95119,10,475585
3712249,119751,8,958000
3712801,55415,17,16014918
3713161,62935,15,14160360
3714769,95251,10,1905010
3716161,42715,22,1879438
3718849,119963,8,7677624
3720649,120023,8,480084
3725569,11679,80,9343120
3726361,63159,15,2842140
3729721,95639,10,191268
3730729,67835,14,271326
3733801,95739,10,1914770
3734329,47271,20,945400
3735481,79479,12,1430610
3735649,95791,10,191572
3736849,67943,14,3329193
3737449,120563,8,7716024
3738001,79535,12,318128
3742561,79631,12,477774
3744409,96011,10,1920210
3746521,36375,26,945724
3746689,120863,8,483444
3747241,120887,8,120879
3748441,96119,10,192228
3749761,87215,11,87204
3751801,22487,42,44932
3753961,47519,20,1900740
3755809,96303,10,4815140
3757009,33847,28,13267996
3759289,79991,12,159970
3764209,87551,11,87540
3764401,80095,12,720843
3765049,68459,14,273822
3767689,68507,14,274014
3768241,15767,60,3153340
3768529,96631,10,483145
3768769,47711,20,190824
3770281,121623,8,972976
3770449,80223,12,1444002
3770761,80231,12,481374
3771289,121655,8,1946472
3776809,80359,12,723219
3777601,80375,12,1928988
3779161,34047,28,1906604
3781801,47871,20,9574180
3781849,96971,10,1939410
3783049,68783,14,3370353
3786169,122135,8,1954152
3788401,122207,8,1955304
3788929,45671,21,45650
3789601,53375,18,2882232
3789769,39895,24,359031
3790441,97191,10,4859540
3791209,97211,10,1944210
3795289,80751,12,5814060
3797809,122511,8,980080
3798169,97391,10,486945
3798481,97399,10,486985
3799489,97423,10,4871140
3799681,43675,22,1921678
3800689,122603,8,7846584
3801169,97471,10,194932
3801361,97471,10,4873540
3805489,88511,11,88500
3809089,97671,10,488345
3811201,122943,8,983536
3811369,81095,12,486558
3811921,40127,24,642008
3812209,122975,8,1967592
3813769,97791,10,488945
3814729,69359,14,3398577
3818929,56999,17,16472694
3819481,32099,30,385158
3820009,97951,10,489745
3820441,81287,12,975432
3821689,64775,15,1619360
3823801,81359,12,650860
3825529,98091,10,1961810
3827209,81431,12,977160
3827881,98151,10,4907540
3828169,53927,18,107836
3829081,123527,8,123519
3830401,25367,38,9157449
3830689,98223,10,4911140
3832249,123623,8,494484
3833209,81559,12,734019
3833281,53999,18,107980
3834601,44087,22,88152
3835969,123743,8,494964
3836449,98371,10,1967410
3836809,81635,12,1306148
3837241,123783,8,990256
3838921,98439,10,196868
3839809,69815,14,3420921
3842281,81751,12,2943024
3843841,123995,8,7935672
3845041,98591,10,4929540
3846529,98631,10,493145
3846649,35951,27,970650
3847201,65207,15,4890510
3849409,124175,8,1986792
3849841,98719,10,197428
3850009,65255,15,1631360
3852601,81971,12,1311524
3853249,65311,15,587784
3853609,124311,8,994480
3855769,98871,10,197732
3856129,70115,14,280446
3856561,82055,12,1969308
3857449,98911,10,494545
3858289,124463,8,497844
3859081,124487,8,1991784
3859321,98959,10,494785
3862609,65471,15,327340
3863521,34807,28,1949164
3864841,99099,10,1981970
3866809,99151,10,495745
3867361,54479,18,108940
3867481,82287,12,5924652
3867889,89951,11,10884060
3869329,70355,14,281406
3871921,17391,56,34726
3872929,99311,10,198612
3874201,99339,10,1986770
3875041,65679,15,2955540
3875089,125003,8,8000184
3878449,44591,22,89160
3881161,125207,8,125199
3882481,99551,10,4977540
3882841,125255,8,501012
3883441,40879,24,1471620
3883489,40879,24,5886552
3884161,99599,10,199188
3884689,82655,12,495918
3886801,65879,15,988170
3888889,82743,12,1489362
3891241,90495,11,995434
3891721,54815,18,493317
3892249,49271,20,492690
3894409,70811,14,283230
3894529,125631,8,1005040
3896929,54887,18,1481931
3897721,125735,8,502932
3902641,83035,12,11957028
3903001,100079,10,500385
3903769,83059,12,11960484
3904321,100111,10,5005540
3909361,37955,26,25657554
3909889,66271,15,596424
3911881,90975,11,1000714
3914089,126263,8,505044
3916609,100431,10,200852
3917281,55175,18,496557
3920401,55223,18,165651
3922081,126527,8,126519
3922249,100571,10,2011410
3923089,83471,12,1001640
3927529,126695,8,2027112
3928681,83591,12,501534
3928849,66591,15,2996580
3929209,100751,10,503745
3930361,100779,10,2015570
3932209,100831,10,201652
3934849,71543,14,3505593
3935761,100919,10,504585
3938089,47447,21,6974688
3941449,101063,10,5053140
3942241,83879,12,671020
3942409,127175,8,2034792
3943129,101111,10,202212
3943249,101111,10,505545
3944329,36863,27,8957682
3949969,91871,11,91860
3951481,91895,11,11119284
3953161,91935,11,1011274
3954889,55703,18,3007944
3959209,84239,12,2021724
3960049,24911,40,199248
3960889,84275,12,1348388
3964489,127895,8,127887
3967321,59231,17,59214
3967489,101731,10,2034610
3968329,72155,14,288606
3969529,101783,10,5089140
3970849,33371,30,400422
3971809,128123,8,8199864
3974041,128195,8,8204472
3980089,128391,8,1027120
3982801,33479,30,100407
3983401,102139,10,2042770
3983641,84759,12,1525650
3983809,128511,8,1028080
3984649,102171,10,2043410
3986809,128615,8,128607
3987649,72503,14,3552633
3987769,102251,10,2045010
3989329,102291,10,2045810
3991681,102351,10,5117540
3993721,38775,26,1008124
3993889,56255,18,337512
3997849,128963,8,8253624
3999529,72719,14,3563217
4001089,59735,17,59718
4002961,67847,15,5088510
4003729,93111,11,1024210
4004281,102679,10,205348
4006129,129231,8,1033840
4006489,102731,10,2054610
4013209,102903,10,5145140
4013641,102919,10,205828
4013881,26583,38,1010116
4016161,102979,10,2059570
4018921,85511,12,513054
4019401,50879,20,2035140
4019689,103071,10,515345
4021081,85555,12,12319908
4022041,33799,30,3041880
4022449,73139,14,292542
4023889,129803,8,8307384
4024729,129831,8,1038640
4026409,73211,14,292830
4026961,129903,8,1039216
4030321,14447,70,722280
4031281,85775,12,343088
4032361,103399,10,206788
4033009,103411,10,2068210
4034881,103459,10,2069170
4037881,68439,15,3079740
4038169,103543,10,5177140
4038721,103559,10,517785
4039249,103571,10,2071410
4039561,103579,10,2071570
4040401,85967,12,1031592
4041241,56919,18,9220860
4041361,130367,8,2085864
4041601,103631,10,5181540
4043449,86031,12,6194220
4044049,60359,17,17443734
4044769,86059,12,12392484
4048969,46551,22,93080
4049329,103831,10,519145
4054009,130775,8,2092392
4056721,130863,8,1046896
4057321,104039,10,208068
4057561,57167,18,57149
4058401,86351,12,518094
4058569,104071,10,208132
4059049,86375,12,86363
4059169,130943,8,523764
4060249,104111,10,520545
4062361,41039,25,205170
4063369,104191,10,520945
4066441,51479,20,205896
4070761,131315,8,8404152
4073521,86671,12,3120144
4075129,104491,10,2089810
4076881,28511,36,769761
4077481,104551,10,5227540
4077649,86759,12,2082204
4078201,131555,8,8419512
4080001,131615,8,526452
4080409,104631,10,209252
4081849,104663,10,5233140
4082401,104679,10,523385
4082761,131703,8,1053616
4084609,94991,11,11493900
4085761,131807,8,131799
4086721,28583,36,228628
4087969,131871,8,1054960
4090969,131975,8,131967
4094281,25751,40,1287510
4095001,69407,15,5205510
4097209,87175,12,3138288
4099561,105119,10,525585
4100881,132287,8,2116584
4102561,105199,10,210388
4106041,132455,8,529812
4107721,87399,12,1573170
4108801,132543,8,1060336
4111969,69695,15,1742360
4112161,37047,28,2074604
4112761,18471,56,36886
4114321,87551,12,87539
4117969,105591,10,527945
4119889,52151,20,2086020
4121401,105679,10,528385
4121881,69863,15,1746560
4123849,87743,12,701932
4124569,69911,15,349540
4126201,41679,25,5209850
4129129,58175,18,58157
4130641,133247,8,2131944
4133641,105991,10,5299540
4134649,75179,14,300702
4134769,34751,30,208476
4135609,133415,8,133407
4137961,70135,15,15780360
4138369,58287,18,9442476
4139809,106151,10,530745
4143049,133655,8,133647
4143409,88159,12,793419
4144681,106279,10,212548
4144729,133703,8,534804
4145689,70271,15,210798
4150129,20855,50,13034325
4154089,134003,8,8576184
4154929,134031,8,1072240
4158289,106623,10,5331140
4158961,58583,18,175731
4159681,106659,10,2133170
4160041,134195,8,8588472
4163041,96815,11,11714604
4169281,134495,8,537972
4170721,88751,12,88739
4173241,42159,25,210770
4173409,107011,10,2140210
4174249,75899,14,303582
4176001,107079,10,535385
4179001,134807,8,2156904
4179289,31903,33,34742334
4180369,107191,10,535945
4180849,88955,12,1423268
4181521,107219,10,2144370
4182049,26303,40,1315110
4183369,107271,10,214532
4184569,48099,22,2116334
4186009,70951,15,638544
4186681,107351,10,5367540
4187569,135083,8,8645304
4191049,107463,10,5373140
4193569,89231,12,178450
4194961,89255,12,2142108
4195249,107571,10,2151410
4195801,44167,24,1589988
4197601,135407,8,2166504
4197769,89315,12,1429028
4198321,89327,12,1071912
4200529,135503,8,542004
4202641,62727,17,1066342
4203049,107771,10,2155410
4206889,107871,10,539345
4211761,107999,10,215988
4212121,135875,8,8695992
4213609,135923,8,8699064
4213969,135935,8,2174952
4214281,108059,10,2161170
4214641,98015,11,11859804
4216801,48471,22,533159
4217929,20383,52,163012
4219609,89779,12,12928164
4219681,136127,8,136119
4220449,98151,11,1079650
4222849,136223,8,544884
4223521,13103,81,39228
4224529,41015,26,6931509
4226161,89919,12,1618530
4226401,71639,15,214902
4229689,76907,14,307614
4233601,108559,10,217108
4233961,15179,70,303510
4238929,108691,10,2173810
4241329,71887,15,16174560
4242841,108791,10,5439540
4244521,108839,10,217668
4244641,108839,10,544185
4250569,108991,10,544945
4251361,90455,12,2170908
4251601,53819,20,861084
4251769,48871,22,11826760
4253209,44771,24,2865320
4255561,109119,10,545585
4257289,53891,20,862236
4258249,137363,8,8791224
4259641,90631,12,3262704
4260601,137447,8,137439
4261009,38391,28,307100
4262161,60035,18,240122
4262281,137495,8,549972
4263169,41391,26,1076140
4263361,109319,10,546585
4265881,60083,18,6488946
4266529,137631,8,1101040
4269721,137735,8,550932
4269841,30719,35,1505196
4270081,60143,18,1082556
4270921,109511,10,5475540
4271401,99335,11,12019524
4271569,60163,18,19492794
4271929,77675,14,310686
4272769,90911,12,1090920
4275049,99431,11,99420
4278121,35951,30,2696295
4278289,45035,24,2882216
4278649,138023,8,552084
4279969,109743,10,5487140
4280329,91071,12,6557100
4280929,138095,8,2209512
4281169,77843,14,311358
4281481,35979,30,6476190
4281601,45071,24,721112
4282441,72599,15,72584
4282609,109811,10,2196210
4283689,91143,12,1640562
4284121,51623,21,154848
4290889,110023,10,5501140
4291249,78023,14,3823113
4292521,91331,12,1461284
4294369,78083,14,312318
4294921,49367,22,11946792
4295209,78095,14,3826641
4295281,91391,12,548334
4299241,110239,10,551185
4300081,110259,10,2205170
4300489,110271,10,551345
4300921,91511,12,549054
4301929,110311,10,220612
4302601,51839,21,2540090
4308481,110479,10,220948
4309729,110511,10,221012
4311409,110551,10,552745
4313689,78431,14,3843105
4317601,21699,50,433930
4319401,110759,10,221508
4320241,54687,20,2734330
4321081,110799,10,553985
4323841,139487,8,139479
4325281,49727,22,99432
4326841,21743,50,13589325
4328641,110991,10,5549540
4329649,60983,18,548829
4330489,52175,21,2556554
4332409,92179,12,13273764
4334401,111139,10,2222770
4337881,61103,18,183291
4338769,111251,10,2225010
4339129,100911,11,1110010
4340449,140015,8,2240232
4342321,140075,8,8964792
4343329,73631,15,73616
4344841,61195,18,19827162
4345609,140183,8,560724
4346161,140207,8,140199
4346521,15579,70,15267350
4347169,111471,10,222932
4348369,140271,8,1122160
4350889,45799,24,6595032
4353889,92639,12,370544
4355401,111679,10,558385
4357201,140555,8,8995512
4357609,101351,11,101340
4358209,111751,10,558745
4359961,111799,10,223588
4362481,111859,10,2237170
4362649,111863,10,5593140
4363129,50151,22,12136520
4363321,44079,25,220370
4363969,28159,39,253392
4370809,92999,12,371984
4371049,55331,20,885276
4372201,141047,8,141039
4373041,55355,20,22141980
4373569,141083,8,9029304
4375729,79559,14,3898377
4378201,74207,15,5565510
4379281,101855,11,101844
4379929,112311,10,224612
4380121,112311,10,5615540
4380289,93199,12,838779
4383241,141395,8,9049272
4383481,112399,10,561985
4386769,79763,14,319038
4391521,141663,8,1133296
4393489,93479,12,2243484
4394209,102191,11,12365100
4396681,55655,20,1391355
4396849,93551,12,1122600
4399609,141923,8,9083064
4406089,80111,14,3925425
4406329,112983,10,5649140
4408681,53119,21,478050
4408849,142223,8,568884
4410121,142263,8,1138096
4410841,113099,10,2261970
4415161,50751,22,558239
4419409,94031,12,1128360
4421041,102815,11,12440604
4421929,142643,8,9129144
4423729,142703,8,570804
4424569,113451,10,2269010
4426129,113491,10,2269810
4426249,56031,20,448228
4427329,94199,12,2260764
4428001,142847,8,142839
4428169,113543,10,5677140
4431001,39919,28,15648220
4435369,75191,15,75176
4437721,39983,28,319836
4441441,94511,12,94499
4442209,113903,10,5695140
4443121,143327,8,2293224
4444729,75335,15,1883360
4445281,75359,15,75344
4448929,62663,18,563949
4449481,75415,15,16968360
4452001,143615,8,574452
4454209,114211,10,2284210
4455361,94795,12,13650468
4458001,143807,8,2300904
4459921,114359,10,571785
4462921,114439,10,228868
4466641,95035,12,13685028
4470769,95135,12,95123
4474369,144335,8,2309352
4474801,114739,10,2294770
4475689,63047,18,126076
4475881,75863,15,1896560
4476481,43463,26,564993
4479049,95299,12,13723044
4481401,95351,12,572094
4482601,114939,10,2298770
4484089,47207,24,188804
4484449,114991,10,229972
4484761,114999,10,229988
4485721,115019,10,2300370
4488409,81611,14,326430
4488961,25079,45,1128510
4491169,40463,28,566454
4494121,115239,10,230468
4494961,145007,8,144999
4495009,95639,12,2295324
4495801,115279,10,576385
4495849,81743,14,4005393
4496641,145055,8,580212
4499401,145143,8,1161136
4500721,67175,17,19413558
4501921,115439,10,230868
4503241,95815,12,862323
4503409,47407,24,426639
4503769,145283,8,9298104
4504369,95839,12,862539
4504921,115511,10,5775540
4505041,115519,10,231028
4507729,115583,10,5779140
4509409,115631,10,231252
4509961,37899,30,6821790
4510489,57095,20,5709480
4511809,95999,12,383984
4514449,54391,21,23986410
4515361,115779,10,2315570
4520881,145835,8,9333432
4521001,145847,8,145839
4521721,145863,8,1166896
4521841,57239,20,2289540
4522729,145895,8,2334312
4522849,115971,10,2319410
4526209,146015,8,146007
4526449,146015,8,2336232
4527769,43959,26,14858116
4529449,57335,20,5733480
4530121,146135,8,584532
4533601,45799,25,228970
4533769,116251,10,2325010
4534489,116271,10,581345
4535521,47743,24,1718724
4536361,116319,10,581585
4537201,116339,10,2326770
4538041,76919,15,384580
4539649,54695,21,2680034
4542049,116463,10,5823140
4544689,146603,8,9382584
4546081,47855,24,765656
4548769,146735,8,2347752
4550449,82739,14,330942
4551649,116711,10,583545
4553641,96887,12,1162632
4554169,105911,11,12815220
4554841,116791,10,5839540
4556521,116839,10,233668
4557361,54911,21,384356
4559041,116899,10,2337970
4561489,97055,12,582318
4562881,116999,10,584985
4563409,147215,8,147207
4565761,117071,10,5853540
4566241,77399,15,232182
4566409,97159,12,874419
4567369,147335,8,2357352
4569769,83087,14,4071249
4570729,147443,8,9436344
4573321,147527,8,2360424
4574161,38439,30,1729725
4575001,77543,15,1938560
4576441,77567,15,5817510
4578289,147695,8,147687
4578841,48199,24,1735140
4580689,97463,12,779692
4580809,83291,14,333150
4583329,97519,12,877659
4583569,97535,12,97523
4584409,117551,10,587745
4584721,117559,10,587785
4585561,117579,10,2351570
4585729,147935,8,147927
4593481,97735,12,879603
4594489,25107,46,2309798
4594969,106871,11,106860
4595809,58175,20,5817480
4597609,148311,8,1186480
4599289,117931,10,2358610
4599841,148383,8,1187056
4600129,106991,11,106980
4602889,118023,10,5901140
4606561,148607,8,148599
4609369,118191,10,590945
4611601,53007,22,12827672
4612129,68855,17,68838
4612609,107271,11,1179970
4616089,107351,11,12989460
4616929,118383,10,5919140
4617001,53071,22,583759
4617649,48607,24,6999384
4620289,118471,10,592345
4620841,38831,30,2912295
4620961,98319,12,1769730
4622209,98351,12,196690
4625329,65147,18,781746
4626169,32351,36,6987780
4626889,149255,8,2388072
4627681,118659,10,2373170
4630921,98531,12,1576484
4631881,98551,12,3547824
4633609,118811,10,2376210
4634401,118831,10,5941540
4636249,107831,11,107820
4636921,65327,18,65309
4638001,149615,8,598452
4639849,118971,10,2379410
4641841,53355,22,2347598
4643689,119071,10,595345
4645489,149855,8,2397672
4648009,65471,18,196395
4648561,119199,10,238388
4648681,119199,10,595985
4651201,150047,8,150039
4651249,119263,10,5963140
4652881,150095,8,600372
4657321,119419,10,2388370
4659481,119479,10,238948
4660009,150323,8,9620664
4663969,119591,10,597945
4664521,65699,18,788370
4664809,119611,10,2392210
4665049,65711,18,197115
4667161,119671,10,5983540
4667569,150575,8,150567
4669009,79151,15,79136
4669681,150635,8,9640632
4669729,99359,12,397424
4670089,119751,10,239492
4672201,47199,25,235970
4674049,84983,14,4164153
4674961,119871,10,5993540
4675609,56335,21,506994
4677121,150875,8,9655992
4677289,119931,10,2398610
4678249,65891,18,7116210
4678801,99551,12,597294
4679161,119979,10,2399570
4679329,119983,10,5999140
4679929,99575,12,597438
4680769,99591,12,7170540
4681009,120031,10,240052
4681609,79351,15,714144
4685641,99695,12,2392668
4686529,42223,28,591094
4687321,99731,12,1595684
4690921,99807,12,7186092
4691569,151343,8,605364
4692361,151367,8,2421864
4695121,53967,22,13059992
4696129,99919,12,899259
4697809,85415,14,4185321
4700089,66203,18,264794
4702681,66235,18,21460122
4705849,120663,10,6033140
4706521,109455,11,1203994
4708729,151895,8,2430312
4709161,100195,12,14428068
4709401,120759,10,241508
4711081,120799,10,603985
4711921,120819,10,2416370
4714249,66407,18,132796
4714441,152087,8,152079
4715209,120903,10,6045140
4716889,120951,10,241892
4717561,100375,12,903363
4722001,121079,10,605385
4722169,23279,51,69786
4723321,121111,10,6055540
4724329,100519,12,904659
4724689,121151,10,242292
4725169,56951,21,56930
4727641,66587,18,2397114
4727881,66599,18,133180
4731241,121319,10,242628
4732561,33095,36,7148484
4733401,100711,12,3625584
4733689,49831,24,448455
4736881,121459,10,2429170
4738969,152871,8,1222960
4740289,121551,10,243092
4740649,100871,12,201730
4741801,60023,20,6002280
4741969,152975,8,152967
4742329,29831,40,238608
4742641,110295,11,1213234
4742809,121611,10,2432210
4743601,121631,10,6081540
4744609,110351,11,110340
4745281,121679,10,243348
4746289,100991,12,201970
4747009,39891,30,7180350
4749529,121783,10,6089140
4750561,80519,15,1207770
4752841,24887,48,398144
4753849,153351,8,1226800
4754929,110591,11,110580
4757209,86495,14,4238241
4757449,121991,10,243972
4758961,153515,8,9824952
4759441,122039,10,610185
4760809,153575,8,2457192
4761121,110735,11,110724
4762969,86603,14,346398
4763929,60303,20,12060580
4765609,101399,12,405584
4766689,122223,10,6111140
4768801,122279,10,611385
4769881,101487,12,7307052
4773169,122391,10,611945
4773409,153983,8,615924
4777081,111095,11,13442484
4779889,154191,8,1233520
4781449,101735,12,610398
4782241,111215,11,13457004
4788961,122799,10,245588
4791481,122859,10,2457170
4791649,122863,10,6143140
4793209,122903,10,6145140
