p,offset,b,c
9731569,207055,12,7453968
9732361,226335,11,2489674
9735889,314063,8,1256244
9736729,177035,14,708126
9737281,249679,10,499348
9737569,207183,12,3729282
9737641,137159,18,274300
9740161,314207,8,314199
9742849,207295,12,7462608
9744001,47079,52,376580
9745201,249879,10,1249385
9745849,207359,12,4976604
9748369,137303,18,1235709
9750049,53279,46,56369136
9750841,226775,11,226764
9753409,177335,14,8689401
9756121,250159,10,1250785
9757441,250191,10,12509540
9757801,123519,20,988132
9759481,314823,8,2518576
9759961,207671,12,207659
9760081,250259,10,5005170
9761329,250291,10,5005810
9761761,123567,20,6178330
9765001,207767,12,2493192
9765289,227111,11,227100
9765529,137543,18,7427304
9768049,250463,10,12523140
9768361,250471,10,12523540
9769489,207863,12,1662892
9770041,250519,10,501028
9770209,102847,24,925599
9770401,207887,12,415762
9770569,177647,14,8704689
9774361,315303,8,2522416
9776281,250679,10,501348
9776761,123759,20,990052
9776881,208031,12,208019
9777769,227391,11,2501290
9778969,250743,10,12537140
9781249,227471,11,27523980
9784009,165831,15,7462380
9785329,250911,10,501812
9792841,251099,10,5021970
9796441,251191,10,12559540
9797089,82331,30,987942
9797449,316055,8,316047
9799969,208511,12,2502120
9803929,251383,10,12569140
9804481,251399,10,1256985
9805489,251423,10,12571140
9806281,118151,21,827036
9806689,208655,12,1251918
9808681,138155,18,552602
9808849,316415,8,5062632
9817369,228311,11,27625620
9818449,166415,15,4160360
9819889,178547,14,714174
9820729,178559,14,8749377
9820801,124319,20,497256
9822289,208991,12,417970
9822409,19087,129,171654
9824761,251919,10,1259585
9825649,112939,22,4969294
9827281,95411,26,4961346
9827329,251983,10,12599140
9828121,209111,12,1254654
9832321,252111,10,12605540
9833881,317223,8,2537776
9834841,317255,8,1269012
9835849,166711,15,1500384
9836689,252223,10,12611140
9836929,252231,10,1261145
9840121,252311,10,12615540
9840601,317447,8,317439
9844129,118607,21,830228
9845089,209471,12,2513640
9848281,317687,8,5082984
9850801,95639,26,16162965
9852361,99519,25,12439850
9852649,209631,12,15093420
9853369,252651,10,5053010
9854329,118727,21,17452848
9855169,229191,11,2521090
9856081,118751,21,831236
9862129,179315,14,717246
9863449,252911,10,1264545
9864241,209879,12,1679020
9864649,318215,8,5091432
9866761,252999,10,505988
9867841,88903,28,711196
9868849,318351,8,2546800
9870361,318407,8,318399
9870961,124959,20,249898
9872641,88943,28,8716386
9872809,253151,10,1265745
9879409,69087,36,11192058
9880921,253359,10,1266785
9881449,253371,10,5067410
9883729,318831,8,2550640
9885241,318887,8,318879
9888841,318995,8,20415672
9891289,253623,10,12681140
9892009,179855,14,8812881
9894889,319191,8,2553520
9896881,210575,12,842288
9898081,319295,8,1277172
9900529,69239,36,553876
9903721,319475,8,20446392
9904801,167879,15,2518170
9906241,167903,15,4197560
9907921,210807,12,15178092
9909001,254079,10,1270385
9913129,254183,10,12709140
9914521,254219,10,5084370
9918409,211031,12,2532360
9919009,211055,12,211043
9919849,62391,40,1247780
9921409,62399,40,12479760
9922609,254431,10,508852
9924121,320135,8,1280532
9924601,254479,10,1272385
9924961,148151,17,148134
9928081,114127,22,228232
9928129,180515,14,722046
9929089,139847,18,3775851
9929929,59463,42,1070292
9930001,119639,21,5862290
9931321,83459,30,1001478
9933529,254711,10,509412
9933961,254719,10,1273585
9935521,254759,10,1273785
9935641,65799,38,47506840
9936361,254779,10,5095570
9941089,59531,42,714330
9944089,114311,22,228600
9944449,254991,10,509972
9945961,140087,18,840504
9949249,255111,10,1275545
9950089,255131,10,5102610
9951481,211735,12,1905603
9951769,62591,40,2002872
9953521,255219,10,5104370
9959041,211895,12,5085468
9961009,321323,8,20564664
9961249,211943,12,1695532
9962761,211975,12,1907763
9963361,321407,8,321399
9963769,181163,14,724638
9965881,120071,21,17650416
9966721,255559,10,1277785
9968641,212111,12,212099
9970489,50103,50,62628700
9971641,50159,50,50109
9973009,321711,8,2573680
9977809,181415,14,8889321
9981889,255951,10,511892
9982681,322023,8,2576176
9984769,105103,24,15134808
9986881,256079,10,512148
9987961,96971,26,5042466
9988609,89991,28,719900
9990121,322263,8,2578096
9990289,169327,15,38098560
9990961,256179,10,5123570
9991489,212591,12,425170
9992161,169359,15,7621140
9992329,232391,11,232380
9993769,256251,10,5125010
9994681,256279,10,512548
9996361,256319,10,1281585
9998641,114927,22,27812312
